precision,recall,f1,accuracy,roc_auc,model
0.7111471861471861,0.7065217391304348,0.7080284225231033,0.7065217391304348,0.8757088846880907,XGBoost
0.7886363636363637,0.782608695652174,0.7839631782945736,0.782608695652174,0.9308443604284813,SVM
0.6702573742047425,0.6630434782608695,0.6637291280148423,0.6630434782608695,0.8743698802772527,Random Forest
0.7837203557312252,0.782608695652174,0.7830044197759277,0.782608695652174,0.9091839949590421,KNN
