precision,recall,f1,accuracy,roc_auc,model
0.7154212454212454,0.7065217391304348,0.7088443464066387,0.7065217391304348,0.8867359798361688,XGBoost
0.7521867838044309,0.75,0.7458333333333335,0.75,0.8919344675488342,SVM
0.6796072796934867,0.6630434782608695,0.6655058757653767,0.6630434782608695,0.8750787649653434,Random Forest
0.7938735177865612,0.7934782608695652,0.7931159420289855,0.7934782608695652,0.8824826717076243,KNN
