precision,recall,f1,accuracy,roc_auc,model
0.7033116883116882,0.6956521739130435,0.6986218568665378,0.6956521739130435,0.8575929426591051,XGBoost
0.7553947368421052,0.75,0.7479643019998697,0.75,0.8876811594202899,SVM
0.7207707509881424,0.717391304347826,0.7185990338164252,0.717391304347826,0.8757088846880907,Random Forest
0.7819087615283268,0.782608695652174,0.7820793503957242,0.782608695652174,0.8909105229993699,KNN
