precision,recall,f1,accuracy,roc_auc,model
0.7110805860805861,0.7065217391304348,0.7073185173489125,0.7065217391304348,0.8815374921235035,XGBoost
0.699620777846371,0.6956521739130435,0.6922658862876254,0.6956521739130435,0.8779143037177064,SVM
0.6802346204520117,0.6739130434782609,0.6761026413200326,0.6739130434782609,0.8772054190296157,Random Forest
0.649513373062976,0.6195652173913043,0.6246376811594203,0.6195652173913043,0.8154536862003781,KNN
