precision,recall,f1,accuracy,roc_auc,model
0.7091718426501035,0.7065217391304348,0.7071805006587616,0.7065217391304348,0.8728733459357277,XGBoost
0.7143939393939394,0.7065217391304348,0.70504167305824,0.7065217391304348,0.8708254568367991,SVM
0.6816454426580284,0.6739130434782609,0.6749401209759265,0.6739130434782609,0.8747637051039697,Random Forest
0.6646089833870943,0.6521739130434783,0.6539750840652219,0.6521739130434783,0.8482199117832387,KNN
