precision,recall,f1,accuracy,roc_auc,model
0.6905735930735931,0.6847826086956522,0.6868149580915538,0.6847826086956522,0.8692501575299307,XGBoost
0.744383116883117,0.7391304347826086,0.7407922308188265,0.7391304347826086,0.8960302457466919,SVM
0.7147619047619047,0.7065217391304348,0.709280303030303,0.7065217391304348,0.8972904851921865,Random Forest
0.7161130536130536,0.7065217391304348,0.7094856613270413,0.7065217391304348,0.8675173282923755,KNN
