precision,recall,f1,accuracy,roc_auc,model
0.7392700501253132,0.7282608695652174,0.7300934880722114,0.7282608695652174,0.9056395715185885,XGBoost
0.7293135011441648,0.7282608695652174,0.7267727743271222,0.7282608695652174,0.8952425960932578,SVM
0.7436188811188811,0.7391304347826086,0.7397675877212173,0.7391304347826086,0.8987082545683679,Random Forest
0.7767763157894736,0.7717391304347826,0.7720364741641338,0.7717391304347826,0.8890989287964713,KNN
