precision,recall,f1,accuracy,roc_auc,model
0.7159535311709225,0.7065217391304348,0.7094071146245059,0.7065217391304348,0.8908317580340264,XGBoost
0.7299901185770751,0.7282608695652174,0.7289289752286976,0.7282608695652174,0.8925645872715815,SVM
0.6835502703193856,0.6739130434782609,0.6743422066327686,0.6739130434782609,0.8764177693761815,Random Forest
0.7037545787545787,0.6956521739130435,0.6982739904472427,0.6956521739130435,0.8815374921235034,KNN
